Sample_id,Plot_id,Site_id,Survey_date,Treatment,Patch,PCT_Number,PCT_Name,Establishment,Total_litter_ex_dung,Sticks_bark,Leaves_overstorey,Leaves_understorey,Coarse_frass,Fine_frass,Seeds_fruits,Woodchip,Dung,MIR_HUM%,MIR_POC%,MIR_ROC%,MIR_TOC%,MIR_TN%,Pmg/Kg,pH,ECmicroS/cm,PLFA_Total_biomass,PLFA_Gram+bacteria,PLFA_Gram-bacteria ,PLFA_General_bacteria,PLFA_Actinobacteria,PLFA_Fungi,PLFA_Protozoa,PLFA_Arbuscular_mycorrhizae,PLFA_Fungi:bacteria,Enzymes_AB,Enzymes_BG,Enzymes_CB,Enzymes_NAG,Enzymes_PHO,Enzymes_XYL,Enzymes_LAP,Resp_Water,Resp_Fructose,Resp_Glucose,Resp_Maltose,Resp_Raffinose,Resp_Sucrose,Resp_Threonine,Resp_Xylose,reads_fungi,obs_richness_fungi,chao1_richness_fungi,obs_shannon_fungi,obs_richness_fungi_ArbuscularMycorrhizal,obs_richness_fungi_Ectomycorrhizal,obs_richness_fungi_PlantPathogen,obs_richness_fungi_WoodSaprotroph,obs_richness_fungi_OrchidMycorrhizal,chao1_richness_fungi_ArbuscularMycorrhizal,chao1_richness_fungi_Ectomycorrhizal,chao1_richness_fungi_PlantPathogen,chao1_richness_fungi_WoodSaprotroph,chao1_richness_fungi_OrchidMycorrhizal,obs_shannon_fungi_ArbuscularMycorrhizal,obs_shannon_fungi_Ectomycorrhizal,obs_shannon_fungi_PlantPathogen,obs_shannon_fungi_WoodSaprotroph,obs_shannon_fungi_OrchidMycorrhizal,relabund_fungi_ArbuscularMycorrhizal,relabund_fungi_Ectomycorrhizal,relabund_fungi_PlantPathogen,relabund_fungi_WoodSaprotroph,relabund_fungi_OrchidMycorrhizal,reads_bacteria,obs_richness_bacteria,chao1_richness_bacteria,obs_shannon_bacteria,obs_richness_bacteria_copiotrophic,obs_richness_bacteria_oligotrophic,chao1_richness_bacteria_copiotrophic,chao1_richness_bacteria_oligotrophic,obs_shannon_bacteria_copiotrophic,obs_shannon_bacteria_oligotrophic,relabund_bacteria_copiotrophic,relabund_bacteria_oligotrophic
13O,13,Mangoola Mine,7/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,407.3,57,23,0,106,172,4.3,45,1.3,1.61,0.87,0.90,3.50,0.21,17.21,6.44,118.00,16.64,2.73,4.64,2.54,1.11,0.93,0.32,0.32,0.17,11.3,70.6,15.0,21.5,62.9,13.2,20.7,0.315,0.353,0.326,0.359,0.432,0.400,0.344,0.278,41907,595,822.51,4.69,7,10,20,6,1,11.00,14.50,26.00,6.25,1.00,1.286,1.064,2.365,0.230,0.000,0.003,0.071,0.012,0.152,0.001,34611,2215,4133.11,6.93,867,319,1565.28,587.64,5.97,4.79,0.48,0.15
13T,13,Mangoola Mine,7/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,397,40,4,0,56,293,4,0,3.1,1.48,0.80,0.84,3.12,0.18,16.71,6.20,140.20,18.02,3.00,4.49,2.71,1.16,1.11,0.35,0.44,0.20,21.0,130.1,30.6,47.5,110.6,14.9,73.4,0.394,0.368,0.528,0.559,0.600,0.602,0.513,0.241,44244,569,720.84,4.84,2,8,21,3,4,3.00,10.00,33.25,3.00,4.00,0.693,1.268,1.849,0.885,1.224,0.000,0.009,0.026,0.003,0.002,47886,1920,3713.60,6.54,846,237,1576.91,415.68,5.65,4.22,0.55,0.13
14O,14,Mangoola Mine,7/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,130.7,12,4,1,20,77,3.7,13,2.5,1.67,0.82,0.88,3.29,0.20,18.67,6.44,142.90,14.67,2.43,3.92,2.19,1.08,0.70,0.10,0.30,0.15,64.8,185.0,99.0,61.1,160.0,35.0,24.6,0.470,0.468,0.616,0.680,0.704,0.704,0.593,0.386,31639,628,776.41,5.12,10,18,32,7,2,10.25,48.25,52.17,11.50,2.50,1.826,1.036,2.061,1.338,0.637,0.010,0.057,0.037,0.004,0.000,46610,2085,3764.65,6.82,868,310,1478.40,524.53,5.96,4.57,0.50,0.16
14T,14,Mangoola Mine,7/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,248.5,15,10,2,41,166,7,7.5,1.4,1.64,0.65,0.78,3.05,0.19,16.11,6.32,140.50,18.01,3.28,4.47,2.66,1.37,1.11,0.31,0.35,0.19,42.1,156.2,32.3,45.4,122.1,16.8,98.9,0.479,0.488,0.628,0.691,0.719,0.702,0.601,0.327,12448,585,773.60,4.92,6,19,24,6,2,6.25,21.08,25.79,8.00,2.00,1.227,1.715,2.405,1.453,0.271,0.004,0.066,0.018,0.003,0.001,32325,2006,3879.34,6.73,908,295,1645.70,507.81,5.94,4.65,0.55,0.15
15O,15,Mangoola Mine,7/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,15.2,4,2,0.5,1,4,0.7,3,2.3,1.78,1.03,0.94,3.71,0.21,24.09,6.09,179.90,13.64,2.22,3.34,2.12,0.98,1.00,0.14,0.27,0.24,18.9,95.0,27.7,47.9,105.2,25.1,25.3,0.419,0.448,0.589,0.601,0.678,0.685,0.553,0.318,15265,499,702.31,3.48,9,8,19,9,0,9.00,23.00,39.25,13.00,0.00,2.012,1.310,2.052,1.023,0.000,0.003,0.004,0.012,0.012,0.000,47200,2154,3961.56,6.88,917,315,1640.05,558.68,5.98,4.90,0.52,0.15
15T,15,Mangoola Mine,7/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,259.6,21,17,2,66,141,5.6,7,1.2,1.55,0.74,0.79,3.14,0.18,25.63,6.40,143.10,17.29,2.92,4.64,2.49,1.23,0.91,0.39,0.32,0.16,39.2,241.8,45.6,50.4,167.8,43.1,19.8,0.399,0.438,0.496,0.504,0.559,0.498,0.449,0.358,8751,696,984.65,4.96,8,18,41,4,0,16.00,33.00,62.33,4.00,0.00,1.927,1.397,2.769,1.124,0.000,0.002,0.153,0.043,0.003,0.000,43582,2032,3848.99,6.77,872,296,1536.51,509.33,5.94,4.66,0.50,0.15
16O,16,Mangoola Mine,8/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,86.7,3,2,11,25,45,0.7,0,1.7,0.61,0.34,0.44,1.35,0.08,9.10,6.98,117.40,9.70,1.51,2.26,1.33,0.70,0.38,0.08,0.23,0.13,45.6,202.0,68.8,59.0,178.5,54.4,13.5,0.221,0.210,0.232,0.248,0.253,0.248,0.238,0.209,21005,629,776.50,5.06,20,12,37,6,1,22.00,20.00,45.00,6.50,1.00,2.586,0.922,3.062,1.363,0.000,0.009,0.048,0.040,0.004,0.001,46767,2134,3825.84,6.79,755,312,1253.49,483.90,5.91,4.98,0.39,0.17
16T,16,Mangoola Mine,8/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,296.6,79,38,26,59,91,3.6,0,0.6,0.71,0.42,0.48,1.59,0.10,7.69,6.99,196.00,11.78,1.88,2.84,1.64,0.83,0.61,0.34,0.37,0.17,15.2,36.3,30.5,19.9,37.0,17.7,7.9,0.243,0.244,0.274,0.284,0.302,0.289,0.266,0.242,19629,690,900.07,4.85,13,17,27,8,1,13.17,29.25,35.17,14.00,1.00,2.428,1.783,1.998,0.985,0.000,0.006,0.016,0.046,0.022,0.001,44379,2136,3658.14,6.98,766,302,1283.70,515.47,5.97,4.94,0.42,0.16
17O,17,Mangoola Mine,8/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,101.6,8,15,10,27,39,2.6,0,0.1,1.04,0.65,0.64,2.26,0.10,12.30,6.36,81.31,15.29,2.43,3.99,2.15,1.12,0.72,0.28,0.31,0.15,100.4,317.9,69.7,86.0,191.6,76.0,51.9,0.321,0.288,0.338,0.346,0.388,0.398,0.370,0.297,18551,861,1198.53,5.42,13,38,34,13,1,31.00,42.57,52.00,14.50,1.00,2.202,1.572,2.497,2.076,0.000,0.005,0.108,0.040,0.010,0.000,37654,2211,3859.54,6.99,855,310,1434.56,550.83,6.02,4.95,0.47,0.14
17T,17,Mangoola Mine,8/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,393,52,76,6,132,90,5,32,1.5,0.94,0.54,0.61,2.22,0.11,8.75,6.66,90.70,17.48,2.74,4.75,2.71,1.13,1.39,0.11,0.39,0.25,20.6,96.8,22.5,41.6,93.7,22.9,39.4,0.320,0.292,0.326,0.373,0.410,0.415,0.372,0.296,23943,701,912.18,5.18,2,16,25,14,2,3.00,16.00,31.13,15.50,2.00,0.693,2.173,2.106,1.446,0.637,0.000,0.144,0.026,0.041,0.001,43994,2409,4664.57,7.11,912,356,1662.05,635.60,6.10,5.31,0.45,0.15
18O,18,Mangoola Mine,8/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,0.8,0.7,0,0.1,0,0,0,0,0,0.93,0.44,0.52,1.98,0.11,14.07,5.79,1122.00,10.20,1.71,2.75,1.40,0.81,0.26,0.24,0.15,0.08,27.6,141.1,35.2,72.9,255.4,29.4,15.3,0.330,0.330,0.361,0.388,0.395,0.390,0.372,0.295,12481,462,526.94,4.77,11,14,25,10,3,11.50,16.67,31.40,11.00,3.00,2.159,0.547,2.527,1.659,1.078,0.008,0.046,0.025,0.016,0.001,36586,1946,3527.07,6.73,867,224,1563.34,389.76,5.86,4.72,0.53,0.11
18T,18,Mangoola Mine,8/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,658,110,44,7,307,158,32,0,2.2,0.95,0.60,0.52,2.12,0.14,11.96,6.81,138.80,17.06,2.83,4.24,2.67,1.21,1.13,0.10,0.45,0.21,40.2,164.0,45.2,41.8,104.9,31.3,21.0,0.318,0.324,0.397,0.393,0.413,0.388,0.355,0.314,22329,625,825.02,5.08,15,8,28,8,2,27.25,12.50,38.08,8.50,3.00,1.897,1.139,2.472,0.354,0.693,0.009,0.056,0.025,0.078,0.000,37778,2069,3479.68,6.96,815,304,1343.01,511.28,5.97,5.00,0.45,0.17
30O,30,Mangoola Mine,13/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,80,4,1,11,13,24,0,27,0.7,1.20,0.62,0.60,2.56,0.14,12.31,5.90,113.20,15.91,2.58,4.40,2.37,0.45,0.91,0.25,0.29,0.18,84.9,243.7,178.0,316.9,197.9,73.4,72.9,0.351,0.354,0.417,0.454,0.461,0.449,0.400,0.211,31384,629,761.07,5.04,11,17,24,7,6,15.00,18.60,27.00,7.00,7.00,1.990,1.087,2.489,0.955,1.516,0.005,0.168,0.023,0.059,0.002,35890,2114,3759.76,6.93,837,310,1455.85,553.00,5.92,5.09,0.48,0.14
30T,30,Mangoola Mine,13/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,174.7,29,32,11,41,55,2.7,4,1,1.27,0.78,0.61,2.82,0.15,11.79,6.31,119.40,18.53,2.84,4.79,2.83,1.19,1.44,0.37,0.43,0.26,19.9,151.5,38.7,170.5,131.3,37.9,52.7,0.292,0.335,0.350,0.362,0.369,0.333,0.311,0.271,20427,615,839.23,4.68,2,14,32,11,3,2.00,16.67,37.56,14.00,3.50,0.234,1.811,1.667,0.481,0.956,0.002,0.051,0.055,0.101,0.001,28881,2201,3979.38,6.97,874,317,1652.02,576.65,6.03,5.06,0.45,0.15
62O,62,Jerry's Plains,4/04/2019,REFERENCE,O,3314,Central Hunter Slopes Grey Box Forest,NA,243.8,61,20,8,68,80,5.8,1,4.8,2.77,2.12,1.68,6.94,0.44,18.01,6.50,83.80,24.22,4.53,6.71,3.70,2.19,0.55,0.31,0.61,0.06,26.4,189.3,37.6,47.3,159.5,33.2,71.5,0.577,1.347,1.606,0.905,1.490,1.741,0.828,0.620,25227,666,916.47,4.90,8,20,26,12,2,8.25,28.00,29.56,15.13,2.00,2.021,1.781,2.822,1.836,0.689,0.002,0.229,0.012,0.005,0.001,46613,2167,3620.30,6.91,729,463,1162.45,711.40,5.82,5.28,0.39,0.24
62T,62,Jerry's Plains,4/04/2019,REFERENCE,T,3314,Central Hunter Slopes Grey Box Forest,NA,1343.7,462,25,3,429,403,21.7,0,11.9,3.97,3.30,3.14,10.96,0.61,48.31,8.13,234.00,13.77,2.27,4.18,1.90,1.25,0.00,0.16,0.29,0.00,81.5,315.8,47.4,327.4,665.6,100.3,1375.7,0.515,1.018,1.580,1.075,1.090,1.706,0.790,0.737,39298,671,839.50,5.13,9,15,25,6,0,11.67,19.17,75.00,6.00,0.00,2.069,1.206,1.868,1.093,0.000,0.002,0.106,0.032,0.014,0.000,30710,1878,3052.43,6.68,705,307,1152.23,416.48,5.47,5.05,0.48,0.17
55O,55,Wambo,2/04/2019,REFERENCE,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,365,136,41,2,102,71,5,8,1.9,1.32,0.84,1.32,4.00,0.17,10.26,6.29,66.70,9.00,1.53,2.54,1.16,0.67,0.15,0.18,0.17,0.05,14.5,90.6,16.1,29.7,114.1,11.1,107.8,0.350,0.360,0.453,0.352,0.478,0.445,0.429,0.349,26139,596,806.04,4.62,1,26,11,16,0,1.00,30.17,39.00,25.00,0.00,0.000,1.574,1.826,0.976,0.000,0.000,0.161,0.003,0.083,0.000,20504,1938,3065.79,6.73,641,422,980.60,650.01,5.83,5.02,0.33,0.30
55T,55,Wambo,2/04/2019,REFERENCE,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,685.9,202,40,2,243,154,4.9,40,0.8,1.59,1.09,1.38,4.84,0.24,13.36,6.07,79.10,8.47,1.23,2.78,1.14,0.44,0.18,0.15,0.13,0.06,23.8,122.7,29.2,94.6,198.6,22.2,125.5,0.437,0.428,0.496,0.526,0.526,0.519,0.487,0.385,27172,781,1086.68,5.07,1,32,10,14,2,1.00,47.13,10.13,18.50,2.00,0.000,1.772,1.968,1.354,0.677,0.000,0.139,0.005,0.012,0.003,31762,2076,3335.54,6.89,689,436,1061.26,646.64,5.86,5.23,0.37,0.25
56O,56,Wambo,2/04/2019,REFERENCE,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,301.7,125,36,3,59,77,1.7,0,2,1.12,0.74,0.91,3.10,0.17,7.09,5.95,70.90,7.96,1.34,2.20,1.04,0.51,0.16,0.22,0.13,0.06,9.9,90.0,23.2,40.3,129.6,11.0,68.1,0.415,0.392,0.451,0.434,0.522,0.491,0.472,0.373,28901,752,998.11,5.21,1,36,13,15,1,1.00,44.64,41.00,33.00,1.00,0.000,1.875,2.035,1.788,0.000,0.000,0.081,0.004,0.016,0.000,33330,1934,2990.12,6.76,625,468,938.63,721.17,5.74,5.16,0.33,0.31
56T,56,Wambo,2/04/2019,REFERENCE,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,271.6,111,30,1,58,56,0.6,15,0.4,1.18,0.65,0.99,3.22,0.17,9.79,6.29,87.50,9.99,1.52,2.92,1.48,0.67,0.21,0.20,0.17,0.06,4.5,82.7,16.3,54.2,93.7,9.6,72.2,0.450,0.414,0.484,0.528,0.509,0.586,0.530,0.397,31442,658,852.22,4.74,1,20,15,17,1,1.00,44.50,18.13,21.17,1.00,0.000,2.115,2.532,0.745,0.000,0.001,0.030,0.004,0.067,0.000,25425,2191,3722.73,6.95,728,395,1183.88,628.32,5.88,5.28,0.38,0.21
57O,57,Wambo,2/04/2019,REFERENCE,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,146.2,51,18,1,37,36,1.9,1.3,0,2.02,1.42,1.69,5.75,0.29,11.87,6.30,99.30,19.78,3.67,5.63,2.81,1.54,0.49,0.28,0.45,0.07,18.5,131.1,28.7,37.0,137.8,17.6,32.2,0.463,0.445,0.523,0.566,0.582,0.576,0.524,0.418,25531,804,1123.78,5.35,2,40,25,18,0,2.50,52.50,46.13,34.67,0.00,0.637,2.568,1.764,1.850,0.000,0.000,0.107,0.018,0.012,0.000,53684,2129,3896.24,6.84,777,417,1399.51,704.13,5.96,4.89,0.40,0.26
57T,57,Wambo,2/04/2019,REFERENCE,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,216,101,13,1,50,39,4.9,7.1,0,2.05,1.27,1.64,5.48,0.31,14.14,7.01,75.80,11.77,2.03,3.18,1.59,0.85,0.30,0.09,0.25,0.07,25.5,153.0,33.0,51.9,133.7,27.2,61.9,0.436,0.437,0.522,0.531,0.555,0.529,0.481,0.326,31409,675,795.42,5.39,4,19,14,12,1,5.00,20.13,27.50,14.25,1.00,1.330,1.969,2.118,1.824,0.000,0.001,0.058,0.004,0.012,0.000,6556,2209,3829.50,6.92,760,463,1202.65,809.72,6.03,4.95,0.36,0.29
86O,86,Bulga,14/05/2019,REFERENCE,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,474.4,113,72,1,173,110,5.4,0,2.6,2.14,1.25,1.55,5.66,0.29,15.54,6.11,70.10,17.98,3.17,5.58,2.43,1.37,0.50,0.20,0.39,0.07,8.8,57.9,6.4,32.1,81.6,8.2,83.9,0.293,0.325,0.414,0.452,0.362,0.483,0.434,0.324,30312,519,654.06,4.56,2,31,5,9,0,2.00,55.50,5.25,9.00,0.00,0.474,2.536,1.050,1.743,0.000,0.001,0.280,0.003,0.015,0.000,33395,2183,3911.17,6.89,797,461,1381.11,734.13,5.95,5.20,0.39,0.25
86T,86,Bulga,14/05/2019,REFERENCE,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,375.5,174,33,1,74,71,4.5,18,0,2.21,1.30,1.60,5.93,0.27,17.61,6.21,59.20,14.91,2.40,4.51,2.12,0.99,0.67,0.28,0.30,0.12,58.5,192.3,45.3,161.5,200.2,50.8,132.8,0.346,0.336,0.397,0.446,0.463,0.446,0.423,0.261,25071,664,890.00,4.98,0,25,16,10,2,0.00,33.17,17.33,16.25,2.50,0.000,1.799,2.348,0.561,0.637,0.000,0.178,0.006,0.018,0.000,36202,2309,4128.59,7.05,824,460,1485.53,696.46,5.98,5.46,0.42,0.21
27O,27,Mangoola Mine,12/03/2019,REFERENCE,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,249,107,23,0,42,77,0,0,1.7,1.29,0.73,0.96,3.23,0.15,9.96,5.68,46.50,17.22,3.03,5.30,2.38,0.38,0.48,0.35,0.41,0.08,27.2,205.7,48.1,63.8,164.5,22.9,123.6,0.354,0.337,0.387,0.447,0.435,0.409,0.406,0.304,17887,649,833.89,4.98,19,24,14,16,0,35.67,27.60,24.67,22.25,0.00,2.794,2.153,2.416,1.973,0.000,0.004,0.070,0.003,0.018,0.000,53711,2020,3285.14,6.80,680,424,1219.26,602.33,5.76,5.15,0.38,0.26
27T,27,Mangoola Mine,12/03/2019,REFERENCE,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,309.7,97,33,0.5,68,90,0.2,21,8.4,1.63,1.05,1.03,4.07,0.22,8.55,5.68,87.70,16.04,2.44,5.22,2.25,0.91,0.70,0.31,0.26,0.12,29.4,151.0,19.2,50.7,77.1,4.2,132.2,0.283,0.279,0.305,0.354,0.369,0.302,0.278,0.253,21186,641,804.93,4.89,8,18,18,10,0,9.50,19.50,31.50,13.00,0.00,1.991,1.516,1.676,2.077,0.000,0.002,0.129,0.012,0.004,0.000,33746,2091,3707.73,6.82,738,421,1283.96,701.29,5.76,5.24,0.40,0.22
28O,28,Mangoola Mine,12/03/2019,REFERENCE,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,283,67,28,27,53,98,10,0,0.8,1.46,0.95,1.12,3.84,0.18,7.97,5.69,47.10,14.24,2.42,4.33,2.12,0.78,0.74,0.15,0.21,0.15,5.9,45.5,13.4,24.1,59.7,5.4,45.2,0.244,0.250,0.276,0.296,0.305,0.292,0.270,0.229,26540,506,670.33,4.66,2,32,7,12,0,3.00,33.60,8.00,24.25,0.00,0.693,2.186,1.798,1.854,0.000,0.000,0.160,0.002,0.005,0.000,37143,2039,3834.03,6.71,713,450,1375.31,739.38,5.62,5.19,0.40,0.26
28T,28,Mangoola Mine,12/03/2019,REFERENCE,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,561.7,69,46,1,138,193,26.7,88,1.6,1.98,1.52,1.36,5.36,0.26,12.71,5.39,116.40,11.91,1.85,3.71,1.60,0.62,0.80,0.12,0.17,0.19,4.6,158.7,59.0,147.9,51.9,25.4,80.1,0.306,0.299,0.342,0.370,0.379,0.367,0.339,0.280,20158,505,661.03,4.61,0,21,7,5,0,0.00,24.00,13.25,5.00,0.00,0.000,2.002,1.889,0.612,0.000,0.000,0.132,0.001,0.012,0.000,48474,1858,3197.89,6.58,662,337,1184.04,509.66,5.50,4.86,0.43,0.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
